amount,venue,address,city,state,zip,type
249926.00,"Community Performing Arts Center Foundation, Inc. - SVOG",1250 W Continental Rd ,Green Valley,AZ,85622,Live performing arts organization operator
243988.38,"Spirit Room, LLC - SVOG",166 Main St. ,Jerome,AZ,86331,Live venue operator or promoter
622159.89,"Kingman Four, LLC - SVOG",4035 N. Stockton Hill Road ,Kingman,AZ,86409,Motion picture theater operator
775000.00,Movies Havasu LLC - SVOG,180 Swanson Avenue ,Lake Havasu City,AZ,86403,Motion picture theater operator
1597600.00,White Mountain Entertainment - SVOG,1501 W White Mountain Blvd ,Lakeside,AZ,85929,Motion picture theater operator
403438.49,"Soft Kitty Entertainment, LLC - SVOG",12483 N Summer Wind Drive ,Marana,AZ,85658,Live venue operator or promoter
21522.73,BMW GROUP LLC - SVOG,"1955 W BASELINE RD, STE 113-183, STE 113-183 ",Mesa,AZ,85202,Live venue operator or promoter
1219371.61,City of Mesa (AZ) - Mesa Amphitheatre - SVOG,263 N Center Street ,Mesa,AZ,85201,Live venue operator or promoter
2813898.00,"City of Mesa, Arizona; Mesa Arts Center - SVOG",1 E. Main ,Mesa,AZ,85201,Live venue operator or promoter
511632.50,"FX Promotions, Inc. - SVOG",104 S. Robson ,Mesa,AZ,85210,Live venue operator or promoter
93786.48,Mesa Encore Theatre - SVOG,P O Box 1146 ,Mesa,AZ,85211,Theatrical producer
43227.12,Phoenix Improv Llc - SVOG,214 w. Main Street ,Mesa,AZ,85201,Live performing arts organization operator
173776.22,"Showtune Productions, LLC - SVOG",3664 North Desert Oasis ,Mesa,AZ,85207,Live performing arts organization operator
1003551.87,Silver Star Theater LLC - SVOG,5247 E Brown Rd ,Mesa,AZ,85207,Live performing arts organization operator
116100.00,"Southwest Shakespeare Company, Inc. - SVOG",P.O. Box 30595 ,Mesa,AZ,85275,Theatrical producer
135979.63,The Mantooth Group LLC - SVOG,105 W Main St,Mesa,AZ,85234,Live venue operator or promoter
285269.55,"Lonely Street Productions, Inc - SVOG",11498 Mountain Breeze Drive,Oro Valley,AZ,85737,Live performing arts organization operator
187170.91,Page Mesa Theatre LLC - SVOG,42 south Lake Powell Blvd PO Box 3469,Page,AZ,86040,Motion picture theater operator
27535.88,Almost Famous Theatre Company Foundation - SVOG,10222 N. 58th Place ,Paradise Valley,AZ,85253,Live performing arts organization operator
4797128.05,"DZP, INC - SVOG",4801 E Desert Fairways Dr ,Paradise Valley,AZ,85253,Live venue operator or promoter
10099.24,Santa Cruz Foundation for the Performing Arts - SVOG,PO Box 875 ,Patagonia,AZ,85624,Live performing arts organization operator
437633.84,SAWMILL THEATRES LLC - SVOG,201 W MAIN STREET Suite A,Payson,AZ,85541,Motion picture theater operator
2525580.15,"ABT Performing Arts Association, Inc. - SVOG",7701 W. Paradise Lane ,Peoria,AZ,85382,Live performing arts organization operator
1210958.55,"KLOS Enterprises, LLC - SVOG",7701 W. Paradise Lane ,Peoria,AZ,85382,Live venue operator or promoter
286419.93,Theater Works - SVOG,10580 N 83rd Drive ,Peoria,AZ,85345,Live performing arts organization operator
239451.30,13TH FLOOR ENTERTAINMENT LLC - SVOG,922 W McDowell Rd ,Phoenix,AZ,85007,Live venue operator or promoter
403705.32,"6 G Events, LLC - SVOG",1418 E Roosevelt St ,Phoenix,AZ,85006,Live venue operator or promoter
10000000.00,Arizona Center for Nature Conservation - SVOG,455 N. Galvin Parkway ,Phoenix,AZ,85008,Museum Operator
727888.75,Arizona Opera Company - SVOG,1636 N Central Avenue ,Phoenix,AZ,85004,Live venue operator or promoter
1780335.00,Arizona Science Center - SVOG,600 E. Washington St. ,Phoenix,AZ,85004,Museum Operator
1386361.45,Ballet Arizona Inc. - SVOG,2835 E Washington St ,Phoenix,AZ,85034,Live performing arts organization operator
120590.55,Black Theatre Troupe - SVOG,1333 East Washington Street ,Phoenix,AZ,85034,Live performing arts organization operator
516.15,BLK BOX PHX - SVOG,205 W. Portland St Suite 341C,Phoenix,AZ,85003,Theatrical producer
1973821.00,BREAK FREE LLC - SVOG,21001 N Tatum Blvd Suite 38-1350,Phoenix,AZ,85050,Live venue operator or promoter
2704176.82,"Celebrity Theatre, L.L.C. - SVOG",440 N 32nd Street ,Phoenix,AZ,85008,Live venue operator or promoter
356792.45,Central Arts Alliance - SVOG,1202 N 3rd St.,Phoenix,AZ,85004,Live performing arts organization operator
411833.52,Children's Museum of Phoenix - SVOG,215 N 7th Street ,Phoenix,AZ,85034,Museum Operator
3461095.32,CITYSCAPE COMEDY LLC - SVOG,50 W JEFFERSON ST STE 200 ,Phoenix,AZ,85003,Live venue operator or promoter
88214.70,"Easy Dave's, LLC - SVOG",214 E. Roosevelt St. ,Phoenix,AZ,85004,Live venue operator or promoter
623252.00,El Capri Entertainment Operations Inc - SVOG,2135 East Van Buren ,Phoenix,AZ,85006,Live venue operator or promoter
78027.83,Francisco Sandoval - SVOG,4022 N 67th Ave ,Phoenix,AZ,85033,Live venue operator or promoter
1928757.95,Heard Museum - SVOG,2301 N Central Avenue ,Phoenix,AZ,85004,Museum Operator
579053.16,"HOUSE OF COMEDY, LLP - SVOG",5350 E HIGH STREET STE 105 ,Phoenix,AZ,85054,Live venue operator or promoter
32960.70,"Iguana Entertainment Services, Inc. DBA Oasis Management - SVOG",3010 E Bloomfield Road ,Phoenix,AZ,85032,Talent representative
204343.30,"Jazz in Arizona, Inc. - SVOG",110 E. Roosevelt Street ,Phoenix,AZ,85004,Live venue operator or promoter
180496.89,"Last Exit Live, LLC - SVOG",717 S. Central Avenue ,Phoenix,AZ,85251,Live venue operator or promoter
390576.15,Little Bar Manger LLC - SVOG,5749 N. 7th Street ,Phoenix,AZ,85014,Live venue operator or promoter
68850.00,Mad Money Music - SVOG,2506 W Dunlap Ave #210,Phoenix,AZ,85021,Talent representative
2108241.45,MISSION MUSIC LLC - SVOG,308 N 2ND AVE ,Phoenix,AZ,85003,Live venue operator or promoter
3460049.55,Musical Instrument Museum - SVOG,4725 E. Mayo Blvd. ,Phoenix,AZ,85050,Museum Operator
662645.50,"ND Country Fest, LLC - SVOG",27838 N 60th Lane ,Phoenix,AZ,85083,Live venue operator or promoter
497410.00,Phoenix Art Museum - SVOG,1625 N. Central Ave ,Phoenix,AZ,85004,Museum Operator
181451.56,Phoenix Boys Choir Association - SVOG,1131 East Missouri Avenue ,Phoenix,AZ,85014,Live performing arts organization operator
341070.55,Phoenix Performing Arts Center Inc. - SVOG,222 E. Monroe ,Phoenix,AZ,85004,Live venue operator or promoter
174332.00,Phoenix Pride Incorporated - SVOG,1430 N 5th St ,Phoenix,AZ,85004,Live venue operator or promoter
3128170.85,Phoenix Symphony Association - SVOG,"One N. First Street, Suite 200 ",Phoenix,AZ,85004,Live performing arts organization operator
81934.10,"Playhouse on the Park, LLC - SVOG","1850 N. Central Avenue, Flr 1",Phoenix,AZ,85004,Live venue operator or promoter
15640.67,ProMusica Arizona Chorale & Orchestra - SVOG,PO Box 74386 ,Phoenix,AZ,85087,Live performing arts organization operator
13242.00,Red Rocks Music Festival - SVOG,11640 N. Tatum BlVD #3088 ,Phoenix,AZ,85028,Live performing arts organization operator
7438495.95,RelentlessBeats LLC - SVOG,3200 N Central Ave STE 2450,Phoenix,AZ,85012,Live venue operator or promoter
379363.65,Satyr Entertainment - SVOG,4641 s 33rd St. ,Phoenix,AZ,85040,Live venue operator or promoter
846940.10,"Shovation, Inc - SVOG","515 E CAREFREE HWY, #835 ",Phoenix,AZ,85085,Live venue operator or promoter
925.12,Soul West Fest LLC - SVOG,PO Box 7593 ,Phoenix,AZ,85011,Live venue operator or promoter
81329.71,"Stacy's @ Melrose, LLC - SVOG",4343 N 7th Ave ,Phoenix,AZ,85013,Live venue operator or promoter
3825105.35,TAD Management LLC - SVOG,20823 N 19th Ave Suite 2-3,Phoenix,AZ,85027,Live venue operator or promoter
135829.00,Tempe Dance West - SVOG,8619 S 22nd Street ,Phoenix,AZ,85042,Live performing arts organization operator
252439.65,TENEO LLC - SVOG,815 N 2nd St ,Phoenix,AZ,85004,Motion picture theater operator
168516.57,the Challenger Learning Center of AZ dba Challenger Space Center of AZ - SVOG,17835 N 44TH ST ,Phoenix,AZ,85032,Museum Operator
102557.65,The Great Arizona Puppet Theater Inc - SVOG,302 W Latham St ,Phoenix,AZ,85003,Live performing arts organization operator
74700.13,The Mystery Mansion Dinner Theater LLC - SVOG,"4340 E Indian School Rd., Suite 21-404 Suite 21-404",Phoenix,AZ,85018,Live venue operator or promoter
2434598.45,The Phoenix Theatre Company - SVOG,1825 N Central Ave ,Phoenix,AZ,85004,Live performing arts organization operator
525769.32,The Straitjacket. LLC - SVOG,2303 East Indian School Road,Phoenix,AZ,85016,Live venue operator or promoter
35984.07,Tranzithousehouse LLC - SVOG,2914 N. 48th Pl ,Phoenix,AZ,85018,Live venue operator or promoter
641970.60,Tucson Symphony Society - SVOG,2175 N. Sixth Avenue ,Phoenix,AZ,85705,Live performing arts organization operator
133302.65,"UNIVERSATILE MUSIC, INC. - SVOG",4214 E Malapai DR ,Phoenix,AZ,85028,Live venue operator or promoter
1244762.45,VALLEY BAR LLC - SVOG,130 N CENTRAL AVE ,Phoenix,AZ,85004,Live venue operator or promoter
150739.57,Valley Youth Theatre - SVOG,807 N. Third Street ,Phoenix,AZ,85004,Live performing arts organization operator
11103.99,Chaparral Arts Inc - SVOG,406 Arena Drive ,Prescott,AZ,86301,Live performing arts organization operator
132707.00,Prescott Fine Arts Association - SVOG,208 N. Marina St ,Prescott,AZ,86303,Live performing arts organization operator
248108.65,PHOENIX MUSIC GROUP LLC - SVOG,34522 N. Scottsdale Road #625,Scottsadale,AZ,85262,Live venue operator or promoter
13282.65,"76th Street Productions, LLC - SVOG",7462 E. Whistling Wind Way ,Scottsdale,AZ,85255,Talent representative
646541.00,Arizona Musicfest - SVOG,P.O. Box 25455 ,Scottsdale,AZ,85255,Live venue operator or promoter
323072.10,Desert Stages Inc - SVOG,7014 E Camelback Rd #0586 7014 E Camelback Rd #0586,Scottsdale,AZ,85251,Live performing arts organization operator
103678.61,Don Bluth Front Row Theatre - SVOG,10121 E Shangri la ,Scottsdale,AZ,85260,Live performing arts organization operator
8835350.02,"Harkins Cerritos, L.L.C. - SVOG",7511 E McDonald Dr,Scottsdale,AZ,85250,Motion picture theater operator
10000000.00,"Harkins Cinemas, L.L.C. - SVOG",7511 E. McDonald Dr. ,Scottsdale,AZ,85250,Motion picture theater operator
10000000.00,"Harkins Investments, L.L.C. - SVOG",7511 E. McDonald Dr. ,Scottsdale,AZ,85250,Motion picture theater operator
10000000.00,Harkins Phoenix Cinemas L.L.C. - SVOG,7511 E. McDonald Dr. ,Scottsdale,AZ,85250,Motion picture theater operator
8968026.29,"Harkins Redlands, L.L.C. - SVOG",7511 E. McDonald ,Scottsdale,AZ,85250,Motion picture theater operator
116577.00,Hotchner Studios LLC DBA Arizona Actors Academy - SVOG,11440 N. 67th St. ,Scottsdale,AZ,85254,Live performing arts organization operator
89806.50,Italian Association - SVOG,8020 E GELDING DR STE B-108 ,Scottsdale,AZ,85260,Live performing arts organization operator
562034.81,"R Entertainment North, LLC - SVOG",16413 North 91st St Ste. C100 ,Scottsdale,AZ,85260,Live venue operator or promoter
2410664.71,"R-Entertainment Company, LLC - SVOG",16413 N 91st St C-100 ,Scottsdale,AZ,85260,Live venue operator or promoter
244488.39,Robert J. Corritore - SVOG,8221 East Garfield Unit L115,Scottsdale,AZ,85257,Live venue operator or promoter
400420.93,Rockbar Inc. - SVOG,4245 N. Craftsman Ct. ,Scottsdale,AZ,85251,Live venue operator or promoter
99594.29,SCOTTSDALE COMMUNITY PLAYERS - SVOG,STAGEBRUSH THEATRE 7020 E 2ND ST,Scottsdale,AZ,85251,Theatrical producer
699571.15,Scottsdale Cultural Council dba Scottsdale Arts - SVOG,7380 East Second Street ,Scottsdale,AZ,85251,Live performing arts organization operator
8343.27,"Scottsdale Neighborhood Arts Place, Inc. - SVOG",4425 N. Granite Reef Rd. ,Scottsdale,AZ,85251,Live performing arts organization operator
1984081.00,"Steve LeVine Entertainment, LLC - SVOG",7819 E. PARADISE LN ,Scottsdale,AZ,85260,Live venue operator or promoter
58457.97,The Be Kind People Project Foundation - SVOG,10869 N Scottsdale Road Suite 103/254,Scottsdale,AZ,85254,Live performing arts organization operator
2481289.00,The Frank Lloyd Wright Foundation - SVOG,12529 E Frank Lloyd Wright Blvd ,Scottsdale,AZ,85259,Museum Operator
31056.52,Theatre Artists Studio - SVOG,4848 E Cactus Road Suite 406,Scottsdale,AZ,85254,Live performing arts organization operator
82645.50,West 54 Productions LLC - SVOG,7109 E 2nd Street,Scottsdale,AZ,85251,Live venue operator or promoter
398312.70,Sedona Arts Center Inc - SVOG,15 Art Barn Road ,Sedona,AZ,86336,Museum Operator
112771.51,Uptown 3 Theatre - SVOG,4341 S Highway 92 Unit D ,Sierra Vista,AZ,85650,Motion picture theater operator
35626.91,Shaun McNamara - SVOG,13794 W Waddell Rd # 203-210,Surprise,AZ,85379,Theatrical producer
2731593.60,Alamo Tempe LLC - SVOG,1140 E Baseline Rd,Tempe,AZ,85283,Motion picture theater operator
568582.20,Arizona Academy of the Performing Arts - SVOG,5861 S. Kyrene Rd. Suite 17 ,Tempe,AZ,85283,Live performing arts organization operator
10000000.00,AZ Board of Regents of behalf of Arizona State University - SVOG,PO Box 876011 ,Tempe,AZ,85287,Live venue operator or promoter
436288.00,Childsplay Inc. - SVOG,900 S. Mitchell Dr. ,Tempe,AZ,85281,Live performing arts organization operator
451842.39,City of Tempe - SVOG,700 W Rio Salado Pkwy ,Tempe,AZ,85281,Live venue operator or promoter
83832.75,Full Moon Phx LLC - SVOG,934 W Manhatton Dr ,Tempe,AZ,85282,Live venue operator or promoter
115533.00,K and Z Entertainment - SVOG,402 S. Perry Lane #5 ,Tempe,AZ,85281,Live venue operator or promoter
2234703.77,"Lucky Man Productions, LLC dba Lucky Man Concerts, LLC - SVOG",730 N Mill Avenue,Tempe,AZ,85251,Live venue operator or promoter
1528852.80,ONE SWEET WORLD LLC - SVOG,930 E UNIVERSITY DRIVE STE D201,Tempe,AZ,85281,Live venue operator or promoter
784380.35,Sunven Entertainment Group Inc - SVOG,730 N Mill Ave ,Tempe,AZ,85281,Live venue operator or promoter
281512.45,"Tacotopia Tour, LLC - SVOG",2000 E. Rio Salado Pkwy ,Tempe,AZ,85281,Live venue operator or promoter
939304.80,Tempe Theater LLC - SVOG,1825 E Elliot Rd,Tempe,AZ,85210,Motion picture theater operator
390356.00,Allure Event Company LLC - SVOG,4353 N Rio cancion dr ,Tucson,AZ,85718,Live venue operator or promoter
31987.25,Apocalypse Global LLC - SVOG,1102 W Grant Rd,Tucson,AZ,85705,Live venue operator or promoter
1754899.20,"Arizona Arts Live (formerly UA Presents), University of Arizona - SVOG",888 N. Euclid Ave #204 University Services Building,Tucson,AZ,85719,Live venue operator or promoter
105780.60,Arizona Friends of Chamber Music - SVOG,P. O. Box 40845 ,Tucson,AZ,85717,Live performing arts organization operator
444889.80,Arizona Historical Society - SVOG,949 E. 2nd St. ,Tucson,AZ,85719,Museum Operator
1193077.80,Arizona Theatre Company - SVOG,166 W. Alameda St ,Tucson,AZ,85701,Live performing arts organization operator
3435438.47,Arizona-Sonora Desert Museum - SVOG,2021 N KINNEY RD ,Tucson,AZ,85743,Museum Operator
89642.70,Arts Express Inc. - SVOG,"PMB 138, 4729 E. Sunrise Dr. ",Tucson,AZ,85718,Live performing arts organization operator
2276948.72,BACK HOME INC - SVOG,7010 E BROADWAY BLVD ,Tucson,AZ,85710,Live venue operator or promoter
186102.00,"Dusk Music Festival, LLC - SVOG",2502 N 1st Ave,Tucson,AZ,85719,Live venue operator or promoter
1448388.51,Fox Tucson Theatre Foundation - SVOG,30 N Church Ave PO Box 1008,Tucson,AZ,85701,Live venue operator or promoter
1822046.85,Galaxy Tucson LLC - SVOG,100 South Houghton Rd ,Tucson,AZ,85748,Motion picture theater operator
22320.00,"Ignite Sign Art Museum/Deco Museum Store, Inc. - SVOG",331 S. Olsen Ave ,Tucson,AZ,85719,Museum Operator
106485.00,"Jazz in January, Inc. - SVOG",PO Box 1809,Tucson,AZ,85702,Live venue operator or promoter
132936.20,Live Theatre Workshop - SVOG,3322 E Fort Lowell Rd ,Tucson,AZ,85716,Theatrical producer
1006766.00,Loft Cinema Inc - SVOG,3233 East Speedway Blvd ,Tucson,AZ,85716,Motion picture theater operator
278219.94,Outlaw Saloon LLC - SVOG,1302 West Roger Rd,Tucson,AZ,85705,Live venue operator or promoter
24255.13,Outsider Cinema LLC - SVOG,127 E. Congress St ,Tucson,AZ,85701,Motion picture theater operator
69087.20,Phenomenon Promotion Concerts - SVOG,4186 E Wading Pond Dr ,Tucson,AZ,85712,Live venue operator or promoter
68551.48,Randy Noteboom DBA Encore - SVOG,8432 E Agape DR,Tucson,AZ,85715,Live venue operator or promoter
9932.47,"Red Herring, Inc. - SVOG",720 E Chula Vista Rd ,Tucson,Az,85718,Live venue operator or promoter
2289943.51,Rialto Theatre Foundation - SVOG,318 E. Congress Street ,Tucson,AZ,85701,Live venue operator or promoter
4668624.15,"Roadhouse Crossroads, LLC - SVOG",2920 E Cerrada Los Palitos ,Tucson,AZ,85718,Motion picture theater operator
2960548.66,Roadhouse Scottsdale LLC - SVOG,2920 E Cerrada Los Palitos ,Tucson,AZ,85718,Motion picture theater operator
44652.53,"Scoundrel and Scamp Theatre, Inc - SVOG",738 N 5th Ave STE 131 ,Tucson,AZ,85705,Live performing arts organization operator
9385.00,Southern Arizona Performing Arts Company - SVOG,8019 E Senate Street ,Tucson,AZ,85730,Theatrical producer
65323.85,The Invisible Theatre - SVOG,1400 N First Avenue ,Tucson,AZ,85719,Live venue operator or promoter
19821.93,The Manhattan Dolls - SVOG,2700 N. La Cienega Dr,Tucson,AZ,85715,Live performing arts organization operator
117016.40,The Rogue Theatre - SVOG,300 E. University Blvd. Suite 150,Tucson,AZ,85705,Theatrical producer
